receive,27.211266,0.000000,2.682240,0.000000
receive,27.928144,0.000000,5.403367,0.000000
receive,27.883282,0.000000,8.196181,0.000000
receive,28.256187,0.000000,10.984509,0.000000
receive,26.868879,0.000000,2.682240,0.000000
receive,26.494387,0.000000,5.369128,0.000000
receive,25.791851,0.000000,8.018566,0.000000
receive,25.822369,0.000000,10.597752,0.000000
receive,25.463806,0.000000,13.179989,0.000000
receive,26.150381,0.000000,15.726370,0.000000
receive,26.164968,0.000000,18.341408,0.000000
receive,27.738749,0.000000,2.682240,0.000000
receive,27.494417,0.000000,5.456115,0.000000
receive,28.066761,0.000000,8.205557,0.000000
receive,27.166374,0.000000,11.012233,0.000000
receive,26.938004,0.000000,13.728870,0.000000
receive,27.494417,0.000000,16.422670,0.000000
receive,26.609991,0.000000,19.172112,0.000000
receive,26.397583,0.000000,21.833111,0.000000
receive,26.938036,0.000000,24.472870,0.000000
receive,26.632940,0.000000,2.682240,0.000000
receive,26.115469,0.000000,5.345534,0.000000
receive,26.960985,0.000000,7.957081,0.000000
receive,26.787487,0.000000,10.653179,0.000000
receive,27.288998,0.000000,13.331928,0.000000
receive,28.118551,0.000000,16.060827,0.000000
receive,27.961014,0.000000,18.872683,0.000000
receive,28.446594,0.000000,21.668783,0.000000
receive,27.797466,0.000000,2.682240,0.000000
receive,27.494417,0.000000,5.461987,0.000000
receive,28.125479,0.000000,8.211429,0.000000
receive,27.166374,0.000000,11.023976,0.000000
receive,26.879286,0.000000,13.740614,0.000000
receive,27.494417,0.000000,16.428543,0.000000
receive,26.551273,0.000000,19.177984,0.000000
receive,26.280148,0.000000,21.833111,0.000000
receive,26.879318,0.000000,24.461126,0.000000
receive,26.708900,0.000000,2.682240,0.000000
receive,27.150442,0.000000,5.353130,0.000000
receive,26.380888,0.000000,8.068174,0.000000
receive,26.478456,0.000000,10.706264,0.000000
receive,25.895124,0.000000,2.682240,0.000000
receive,26.150381,0.000000,5.271752,0.000000
receive,25.567112,0.000000,7.886790,0.000000
receive,26.478426,0.000000,10.443501,0.000000
receive,26.717722,0.000000,13.091344,0.000000
receive,26.150383,0.000000,15.763116,0.000000
receive,27.045734,0.000000,18.378155,0.000000
receive,26.822369,0.000000,21.082727,0.000000
receive,26.270990,0.000000,23.764965,0.000000
receive,27.150381,0.000000,26.392063,0.000000
receive,26.942978,0.000000,29.107101,0.000000
